cloud,attempt,accepted,reason,iterations,predictor_residual,final_residual,predictor_distance,corrector_distance
rank2_best,29,1,converged,2,0.0003394666360877341,1.3386387764773329e-08,0.011709381976074676,0.00016232717294655113
rank2_best,30,1,converged,3,0.0002108636853760791,8.91315059324387e-10,0.011472724788008013,9.500236677165476e-05
rank2_best,31,1,converged,2,6.231258237045413e-05,4.550016143587281e-09,0.008840560010392197,2.8614410540952563e-05
rank2_best,32,1,converged,3,0.00012051771009069021,5.215093225222264e-10,0.009226119739317912,6.460479205350233e-05
rank2_best,33,1,converged,2,9.94347980168205e-05,2.0589100602308712e-09,0.006983786951531223,5.0803903064208965e-05
rank2_best,34,1,converged,2,0.0001785240336979903,2.0831861255451676e-09,0.011931094092774852,8.273529832234144e-05
rank2_best,35,1,converged,2,4.103993118634729e-05,3.523707552245729e-10,0.008921826916190114,2.1933477849605745e-05
rank2_best,36,1,converged,2,0.00024157658975881765,1.2107759757744009e-08,0.011007414977946824,0.00010978639434207415
rank2_best,37,1,converged,2,1.0523741125563708e-05,8.384091617663286e-10,0.008112523214963844,4.922901932719709e-06
rank2_best,38,1,converged,2,8.20627783734094e-05,4.904811583082004e-10,0.007805532660801014,4.114459547630141e-05
rank2_best,39,1,converged,2,9.273606823981087e-05,1.4454494912927123e-08,0.009506581541872396,4.3191606509620874e-05
rank2_best,40,1,converged,3,0.0005871907631041726,1.587630995980817e-08,0.011392772953145247,0.00030660866732236446
rank2_best,41,1,converged,3,0.00030820883650948486,6.767553401394172e-09,0.010889904840927866,0.0001428293199399344
rank2_best,42,1,converged,2,0.000276861712621656,4.759580139240092e-09,0.009642725428311865,0.00013419548538464826
rank2_best,43,1,converged,3,0.00032767717352362024,6.157086530652098e-09,0.011583059540673938,0.00015012876242195784
rank2_best,44,1,converged,2,0.00020189190601453263,1.5363788380606033e-09,0.010441902732905189,9.351621502901548e-05
