population_seed,sample_index,split,numerical_rank,relative_sigma_8,sigma_1,sigma_2,sigma_3,sigma_4,sigma_5,sigma_6,sigma_7,sigma_8
20260828,30,train,8,0.038761425465959475,14.860517305350962,9.239215865879697,8.698958596514533,6.735766310477217,4.811551732740159,1.9316305214106733,1.6548182064317953,0.5760148339169623
20260828,31,train,8,0.0758425024720693,17.01814722171786,11.409248296736198,10.807719430785705,8.858146067697627,7.47585503207988,3.568360899323642,3.4839938405810984,1.2906988727331763
20260828,32,train,8,0.09441899747211635,19.987237595386745,14.321062017334249,13.472512900537298,11.284088690817226,9.35624963476713,5.44590012135311,3.094792144118312,1.8871749359934098
20260828,33,train,8,0.041726720890350004,17.693106954101463,11.858928597598847,10.593842062983432,8.894139783150532,6.461397677477815,3.596853880669147,2.0228719181364303,0.7382753355569025
20260828,34,train,8,0.07143017848662454,18.017452935904917,13.093030302874686,10.769264588537968,9.147970470485378,7.742200757568978,4.233274256175044,2.547041098520204,1.2869898790860457
20260828,35,train,8,0.1387394026849415,24.36576829849318,19.471189927806126,16.78952238004463,14.66103022835662,13.14522785692134,9.67950053501668,5.325281638277984,3.380492139692627
20260828,36,train,8,0.034978904721671616,17.95581579281128,13.206433959433584,8.182803271998328,6.893683989709735,4.970696007541218,3.1176663053069285,1.138554917882402,0.6280747698166322
20260828,37,train,8,0.0973030790165059,18.594125824304427,13.76743539701374,11.984940088535593,11.255909252123509,8.119021668063898,4.455817642824233,3.2204153115254814,1.8092656943251466
20260828,38,train,8,0.13181221827570477,19.496134174026125,15.217110354154013,13.535002984145693,12.458600352396108,9.248221034648388,4.938150419136095,4.304999999975574,2.5698286932791587
20260828,39,train,8,0.0874310616676064,22.49722889835399,16.626396742482985,13.528592718630133,11.094550070417531,9.489457011032277,5.857259252281481,4.273268805866649,1.9669566071622444
20260828,40,train,8,0.11763975397473715,22.524410157656316,19.097202767831142,15.520516802973601,12.58556393095802,10.309180615799876,6.441837433518674,5.100954156154188,2.6497660693727596
20260828,41,train,8,0.10703823238541688,17.842115041332967,13.11634830127802,10.88517597156187,9.491316941506108,6.968698046683297,3.857347186135318,3.251233260919091,1.90978845604154
20260828,42,train,8,0.10107448500294484,17.882807784920228,12.900579722859094,11.586263165374088,10.179153278993656,8.158643472665485,4.168165878040941,3.1933195751667895,1.807495587267465
20260828,43,train,8,0.09729349347962427,18.880067828558154,13.158824112419879,11.459924933219614,9.981116948620786,8.59654791439803,4.306060599226502,3.076028803246237,1.8369077561726865
20260828,44,train,8,0.09800902704016286,16.449912630933994,11.219553307613745,10.905682916214474,7.967227359532267,7.21273340865669,3.7274140726724228,3.1518466144837554,1.6122399318535263
20260828,45,train,8,0.036677402959635605,16.501866052113765,10.551546613826,10.063450682441513,8.125736946810354,7.332358719315673,3.4017125009556684,2.148457255967749,0.6052455907793077
20260828,46,train,8,0.10057933266342398,16.476222526510558,10.919406384448415,10.219412673474142,9.5938970311406,8.170795751818849,4.391651000747849,2.8817327268070985,1.6571674665305052
20260828,47,train,8,0.02548288082655163,12.673311296453988,7.410885995980827,6.660880175392522,5.2540428909246915,4.604834953915123,1.8467163937573061,1.23950715641736,0.3229524814453275
20260828,48,train,8,0.09713924180941097,19.679721214485795,15.756996819026533,12.64981858453126,10.244886064917743,9.877971498481925,4.693803757116874,3.439980438632457,1.9116731977957306
20260828,49,train,8,0.16803659653348646,21.626195426849954,16.482095375494044,14.762499053026932,14.476668507352137,11.628741705570665,7.2799905122546305,5.371702834685377,3.6339922754959155
20260828,50,train,8,0.17350007780478133,26.1719345373161,21.83346556471591,17.795303766724597,16.22670482087852,14.307905427174099,10.644535935986582,6.1093508920946995,4.540832678525987
20260828,51,train,8,0.10074379289421086,21.87866555216695,17.55059447240855,15.378306554164492,13.569201257086968,10.932129360915349,7.068205935021549,6.415646793053644,2.2041397511892127
20260828,52,train,8,0.07903127639222746,22.564553306065026,16.91150859723183,14.863399213822218,11.66978619831646,9.191729435740179,5.604906110830855,3.775955193215936,1.7833054489987747
20260828,53,train,8,0.15120503980828784,21.343791488833997,15.992520655517081,15.525841978821724,12.276028014130627,10.02505926088454,6.758022933089589,5.08463533260937,3.2272888417289396
20260828,54,train,8,0.04397173239960587,19.857532527978897,13.507230005800222,10.250411995159705,8.704674645539107,7.562861623959382,3.0330626697564935,2.688327589243385,0.8731701064367571
20260828,55,train,8,0.11467231484475174,19.16760338134682,14.991111644090891,11.851325492142067,11.160487017253345,7.831020074560324,5.405933115467882,3.7934965833942,2.1979934497651303
20260828,56,train,8,0.10218401304964207,18.335987655454133,14.032307817052732,11.87462434275105,10.90615425042718,8.095049707825229,4.321147104556392,3.6931455776215447,1.8736448018630012
20260828,57,train,8,0.0887089206885068,19.153807858141295,14.100713370396997,12.078918219489111,11.011145600663145,8.601096303042098,4.849031115218371,3.2496564869248985,1.6991136221707546
20260828,58,train,8,0.05827747507833598,17.12694165871247,11.771117934311617,10.729989802996048,8.351228299473645,6.728762836573909,3.22443852778184,2.8199568095421674,0.9981149156837303
20260828,59,train,8,0.10531920717065751,19.20062537574748,13.415801534803519,11.302727819939065,9.677757337078619,6.609909423510104,3.797934771034832,3.5319511338126395,2.022194641754533
20260828,60,train,8,0.06930717715163316,21.61354538286033,14.40473359968636,10.097721056269737,9.28319148416152,8.573292957741382,4.167765311268399,3.5211722144410373,1.497973818724764
20260828,61,train,8,0.0725621432817747,17.419978298501757,11.979526436306395,11.051797175374148,8.902964614769393,8.103926583117683,3.536330146524676,2.3222461761565123,1.2640309612612903
20260828,62,train,8,0.023741703595675397,16.0710775284329,10.082117170565587,8.241054520331263,5.698171525878214,4.642785456114016,1.1576129990210366,1.0004795613402377,0.3815547591431735
20260828,63,train,8,0.12130391137178584,19.065548133738087,15.477912301704768,13.47513527621502,10.461546908710195,9.858759535718775,5.445564210564965,4.746725535381393,2.312725561069482
20260828,64,train,8,0.08985203440364498,20.299971587913866,13.983961575106346,12.381557137216538,11.267400487816454,9.007764329893988,4.775528337657687,3.527092605129962,1.8239937455102522
20260828,65,train,8,0.08289547471674805,20.151454400834968,14.942941759409914,13.136340981012536,11.443987574970013,9.781439483424345,5.910132772919346,4.157356651657857,1.6704643787901163
20260828,66,train,8,0.09707922248191914,18.467234338643035,13.57496531235909,11.535030833372645,10.16592814032597,8.604522329809846,4.418662967058176,3.502428249786507,1.792784750986864
20260828,67,train,8,0.06872994961210595,17.644125925305158,12.37220787010808,11.044002179843332,10.381254696580953,8.263658093466358,3.7559145637750935,2.1925048382213084,1.2126798857958758
20260828,68,train,8,0.06293990420247386,15.856543310517566,9.991856039750234,8.602132952492774,7.438684367555699,5.395488971187753,3.091049580252263,1.567253440662911,0.9980093169463533
20260828,69,train,8,0.07526887545231441,19.697411445986866,13.978379329857326,13.610235932276039,11.729994257332356,8.52558413383829,5.395078842543082,3.1488866020235786,1.4826020088609777
20260828,70,train,8,0.13043117426683026,20.526895936814082,15.987445466717709,15.010106888907869,11.106311270739441,10.624499067202285,6.234981529141243,3.754413797800009,2.6773471410916874
20260828,71,train,8,0.0930686652289525,18.895506048043234,13.592775684880108,11.756438385779042,11.15978035191511,8.556334500026587,5.086173573412898,3.091506911188429,1.758579526716983
20260828,72,train,8,0.06015145483118746,31.345239363511737,19.569838426462542,15.90701888797028,11.885740356381737,9.081042396467417,5.775736196619761,4.399336813617876,1.8854617497470354
20260828,73,train,8,0.04867116417860132,16.596177006058394,11.63689108616766,9.894684813265725,8.369602609621078,6.535451961770572,2.6240101024721594,1.9001856072489942,0.8077552557989961
20260828,74,train,8,0.05983390353213439,17.96784768727387,12.533343220054823,9.749126934694916,9.387475653739422,7.633871599265666,4.8519076666257765,2.5561834408663877,1.0750864652004288
20260828,75,train,8,0.048594609489732585,17.130549345109593,11.228654628265119,10.002584592213148,7.565603870755004,6.636045988062745,2.696848583724749,2.0389252965386175,0.8324523557701949
20260828,76,train,8,0.07167821365981926,17.49269250284383,12.341914059140771,10.665287220428834,10.495731299805032,6.705579143474277,3.5614648374310507,2.585527079312863,1.2538449507043585
20260828,77,train,8,0.06624716910069482,18.120878995153056,12.694958610810767,9.545945996078357,8.646819164585862,7.274425467175245,4.313112144507448,1.9851854126999822,1.2004569350451333
20260828,78,train,8,0.0691782824500965,17.60767373649917,12.178307616088555,10.698607353248,9.506886424725527,7.980382065755397,3.6484384408590755,3.1753317888616666,1.2180686270326855
20260828,79,train,8,0.05477684167067889,14.603616341584056,8.869246977848166,7.9909740259716635,6.605539043191573,5.116978999928054,2.606977134613801,1.766709056421877,0.7999399801622886
20260828,80,test,8,0.11373453367734927,21.02198228808552,16.939179656823615,14.776976146987808,12.86178039517516,9.574576993929815,5.672689089137056,4.582979719198514,2.3909253525089027
20260828,81,test,8,0.08258643877294777,19.31499656041032,14.59128988683307,12.280173249293474,11.127375870667175,8.538607387629433,4.951420806850479,3.9297430324207965,1.5951567808360239
20260828,82,test,8,0.09725310490086332,17.253617650037665,13.036701866495102,11.983819645919654,11.010100354915098,6.24656188591369,3.5408650612134576,2.7675780157429606,1.6779678872385
20260828,83,test,8,0.08564034557278052,19.361619510045557,13.893352672465705,12.910021493558824,10.453573066359919,10.207765557812936,6.109183825706926,2.9658841632326842,1.6581357856889911
20260828,84,test,8,0.1974204707866153,22.533243152234682,17.750892763522117,16.47889089325644,16.02297900587786,13.067811119242966,9.773131372384508,5.685147711165135,4.448523471463446
20260828,85,test,8,0.1210779547776342,25.018997723354815,20.88370999617721,18.818917370360353,17.677666148789466,13.432539736060786,7.971500811543513,5.698104719186109,3.029249074930087
20260828,86,test,8,0.09289673704108797,16.898891862091013,11.328791448559649,10.295208140324915,8.473022420532748,6.92307506103443,3.8837385114406286,2.439813850962658,1.5698519135984503
20260828,87,test,8,0.14605938873254998,23.574799447330182,19.058214919410172,16.906978306484234,14.894591206284868,12.919996188915784,7.642431588696496,6.149982979480057,3.443320796769503
20260828,88,test,8,0.09411763309236973,18.786260074100003,13.83584349844616,12.720289740127262,10.252702732287618,8.342376247486085,4.3660370120115495,3.4694745606623973,1.7681183328319787
20260828,89,test,8,0.051847159180074716,14.389760670085405,9.481869008158034,7.953630281861262,6.338818609668368,5.0116266257637525,2.452510144219803,1.3251845157704245,0.7460682120250965
20260828,90,test,8,0.08147280543635153,19.106005059947286,14.531655244941634,11.93282394895972,10.127005398012114,9.280988626006556,4.463328778547064,4.086867129425627,1.5566198329150331
20260828,91,test,8,0.057063360960042726,18.54744546087091,12.288478712020245,10.39115936675943,9.057551278278922,4.945381107249326,2.7008920810396817,2.229075169477242,1.0583795752203828
20260828,92,test,8,0.11197672049786646,21.895854265501153,17.92809273150707,16.002479678556227,15.931710728882784,9.747294650690684,6.124825970374151,5.29322024793659,2.4518259531500397
20260828,93,test,8,0.15723787586026985,24.861339006353333,21.051292028609275,19.711055895276548,16.49876910218869,12.048830479660987,7.841941049083978,6.5401166740042616,3.90914413640107
20260828,94,test,8,0.0952697209625729,20.29321748009442,14.760769689873047,12.833703584626923,11.959795262802846,9.368870932062139,5.163924670725438,3.8154794421070153,1.933329166761402
20260828,95,test,8,0.061083973091649,17.188979991172154,12.279745403936431,11.011147802562549,8.955753369076143,8.189526444118458,3.6089883778141316,2.171750275937328,1.049971191253653
20260828,96,test,8,0.05964075147077874,16.04044387914948,10.429926621127818,9.658499124826116,7.4848031837844555,6.349602700652643,3.272601099662091,2.0403451026395065,0.9566641268773282
20260828,97,test,8,0.09040586316435192,18.05572290963871,12.870925281018797,11.619022486692348,9.374327698854945,6.751377454098003,3.7435470798460306,2.8773969185757915,1.6323432147022514
20260828,98,test,8,0.08524457184621952,27.31005401816856,18.241363792855807,16.99663391085698,12.646930362582545,12.010005343103348,7.333828775887066,5.9859994794932385,2.3280338618759058
20260828,99,test,8,0.05364133551305991,17.400181093679752,13.357047634657343,9.019321471010475,8.081419393026769,6.135237509040311,3.4379321647814813,2.2808527949323323,0.9333689520340773
20260828,100,test,8,0.08247001538443016,18.68505397926043,13.322087172311681,11.963676172687174,9.752513907038331,8.842595387603444,4.323515387499542,2.5772450079257117,1.5409566891285158
20260828,101,test,8,0.09028662920993553,18.74106791405974,13.835484373038817,12.514421965026978,10.971957185459182,8.604394692512647,5.278766997350223,2.918974269446129,1.6920678497549317
20260828,102,test,8,0.12478067287424356,27.846569473677206,23.219745966784767,18.437454825010782,14.332077045439677,12.862616358881457,9.057769547568238,7.00694291325599,3.474713676164812
20260828,103,test,8,0.05094500339129488,16.117874071625643,10.28831675172633,7.9697433052467845,6.076013973394457,5.636723187554036,2.639050509985847,1.5924927323543339,0.8211251492394323
20260828,104,test,8,0.04552463966777856,17.583399939570395,13.16805779806136,9.523712969078671,7.940563070057599,5.259921264152313,3.271315894565673,2.4628099246227553,0.8004779463833815
20260828,105,test,8,0.03685944199522715,13.17300548481129,7.493040618236987,7.390801216466807,5.589978969362368,5.0794003518418105,2.054127779871027,1.525609103873729,0.48554963157021086
20260828,106,test,8,0.08569432343041108,20.044726518612023,16.495941060083034,13.55079062744484,10.546382104624032,8.640141294560394,5.067019467356023,4.251023369302011,1.7177192773600767
20260828,107,test,8,0.1116889477705786,19.666458296721057,14.520623095679497,12.872919598112318,10.344164850186534,9.71824213433105,4.667148556431908,4.45766816834089,2.1965260335347403
20260828,108,test,8,0.15189905957900132,21.929259578238078,17.929633292185077,16.299183265383594,15.322014885748327,11.114127540619489,7.1434630661857605,5.6518807446575074,3.3310339071981714
20260828,109,test,8,0.06970596820787951,16.658633529551913,11.113663100855613,10.872788987921904,8.95836206263494,6.62859724116795,3.630702407745352,2.220808965893394,1.1612061791976613
20260828,110,test,8,0.10605063461824352,17.474241836585424,12.457495130862053,10.713158285123475,8.853473756679184,8.079238728817144,4.254807224060648,3.3696448400476133,1.8531544362425454
20260828,111,test,8,0.06367132541047438,16.05962003005951,10.318935570619992,9.823128848190654,7.776030910359352,6.129190413805121,3.441268176965538,2.1415092598986805,1.0225372929024914
20260828,112,test,8,0.08310091960121585,16.675568612287982,11.847859024248889,9.648420418787145,8.31164219037233,5.262323348587619,3.654029356992156,2.1889544430896355,1.3857550865543022
20260828,113,test,8,0.040892760937813494,16.115941743521176,10.699771049349382,9.747222170359432,9.093442192913573,6.46497692906067,2.8009983516611054,2.2566002601885486,0.6590253530055407
20260828,114,test,8,0.0449604129916653,21.993320436222408,16.470144608883906,12.594143292821927,10.399744706150729,9.213463832969419,4.826626283343963,3.113666829121657,0.9888287698705919
20260828,115,test,8,0.09533249085566504,17.832313551362994,12.800359239540274,11.233431112870347,9.706198445850205,8.5408216175973,4.6161377248428295,3.69976296291597,1.6999988685706644
20260828,116,test,8,0.12755828963617752,23.429804082571657,18.407955950190082,15.005213341838246,13.775395243287107,10.8387869399212,7.075280056023843,5.539952201266533,2.98866573528357
20260828,117,test,8,0.12188884224512216,18.371359441082678,12.807399314128856,9.607820574014845,8.825881914793358,8.476531347891537,4.247418269885326,3.7036991762571296,2.239263732742562
20260828,118,test,8,0.12058772228889023,19.514375767868636,15.17512095915819,14.036859464700967,11.893561684324432,8.56916797488209,4.9850778365693875,3.7255040784772584,2.353194125736792
20260828,119,test,8,0.1059848322214823,20.30825990135343,15.053512003578346,13.905358052323827,11.421530411291187,10.822615141623876,5.780336656963291,4.39528285321718,2.1523675183552
20260829,0,train,8,0.10112192060249448,22.103505955701298,18.189355719093207,14.970916268128095,12.2543429419523,10.84851055453819,6.4276301199222345,5.752885068582573,2.2351489742891903
20260829,1,train,8,0.08746697715470778,21.36506192489378,16.086241032053188,13.537991478799615,11.128761392776735,7.971559339028664,5.878910141907245,3.2125505760367226,1.8687373832936012
20260829,2,train,8,0.07773855768139909,17.19382020366384,11.726097307845079,10.576765191679657,9.477921183960337,7.5240908624346465,3.8144408867168047,2.868703958877049,1.3366227836661264
20260829,3,train,8,0.07647382850677988,17.002982688873388,12.002395025070234,10.390585937227048,8.650136033289272,6.821526317201385,4.3526132930057,2.480087845251157,1.3002831822526504
20260829,4,train,8,0.16986014739774855,24.03791846590533,20.072519923469276,19.761625510265457,15.228159743521784,13.743513608109732,7.907641110121164,6.791624786274103,4.083084373753741
20260829,5,train,8,0.14468630492875675,25.50848493034446,19.659378140421634,17.779024733593147,16.204268299046603,12.418320904396776,9.172357711042343,5.77035496170661,3.690728428902415
20260829,6,train,8,0.08919171691466775,20.34736455049226,15.44329304063064,13.631108326834761,11.870982870959903,9.855074858925793,6.482475655504681,4.817538175118671,1.8148163789470513
20260829,7,train,8,0.11359017115605337,19.53572376825563,13.841215362337184,12.49402660290402,10.919743994493885,8.661454928459396,4.5523581637246755,3.5530178321301884,2.2190662064935367
20260829,8,train,8,0.05959632313545162,18.6570880687373,13.772856458920497,12.393658478315327,12.066547679631173,7.661678114933853,4.081366576935779,2.4133844258174215,1.111893849311047
20260829,9,train,8,0.11393511242645268,22.110390248218856,18.171251498623928,16.99219426958713,14.46366128046693,10.590477164778923,6.647731636505811,5.068475038518754,2.5191497987235585
20260829,10,train,8,0.05197665865910057,15.599305678979217,10.460261722933993,9.768731086288554,7.451485210482328,5.614758313842741,2.832485609538035,1.76776456841646,0.8107997865952717
20260829,11,train,8,0.05039025141769993,15.274038781386244,10.803463506191754,8.88262296303128,7.718246096122725,4.983971519626373,2.355341872334852,2.1177296140690616,0.7696626543577518
20260829,12,train,8,0.09740111492175231,24.844983882446346,17.60348376617602,17.451422577858704,13.254967932202879,11.708622743594645,5.78525458327679,3.919187248780532,2.4199291303632404
20260829,13,train,8,0.06472194092778333,18.19652642172778,13.117624583499271,11.243535827518519,7.554530916817745,6.390218919115442,3.4097679980248037,2.225005753973199,1.177714508157914
20260829,14,train,8,0.09620829374860675,18.739603145267274,15.056355844663472,12.14152725684943,10.492758874777032,8.081164581773653,4.549683412992125,3.6062828242844716,1.8029052441321889
20260829,15,train,8,0.05663708045320784,19.048664697564284,12.950039796928145,10.365596816467695,7.250501035191759,6.740273271415593,3.0758095464606434,2.073804372741297,1.0788607550021283
20260829,16,train,8,0.1275378365028353,19.427289833926967,14.98512763690727,12.721272757800401,10.948336084146518,8.086047000147191,5.141931727750074,4.243792962272382,2.4777145145325714
20260829,17,train,8,0.040014621155168226,17.936494673029262,12.811041918689728,9.989102315355426,8.448620167580522,6.502312875266122,2.441820852358924,1.5977959864074591,0.7177220391929588
20260829,18,train,8,0.08464260603113101,17.233704809720372,13.369111321738577,11.16332004997406,8.137974143490638,5.077661392031629,3.519574704787834,2.0712408195404284,1.4587056866659691
20260829,19,train,8,0.12405956092705381,20.857076160629024,15.230965789929563,12.50030814280828,11.901625021346131,9.244531204507076,5.170994143330803,4.497695124051544,2.587519710709758
20260829,20,train,8,0.036935874642823316,14.4113986902436,8.898556298411929,7.930459914951536,6.182050454745605,4.733018690639358,2.0553844912230907,1.4367822618767885,0.5322976154505857
20260829,21,train,8,0.08118245806474543,16.37721520957498,10.837927685098077,10.59233879224266,8.640347113530211,6.932654585104277,3.5896011891749655,2.744918095794442,1.329542586968632
20260829,22,train,8,0.026930034324927486,12.213438671419638,7.064620808744963,5.970856931768072,4.772668814365034,3.721689744633003,1.6238659786013696,1.0817975823142139,0.3289083226467276
20260829,23,train,8,0.08253266321606428,17.56221765147656,12.486234501520777,10.7465543823301,9.307872768308286,8.174147003903498,4.440817004843251,2.7386238193212384,1.4494565947565343
20260829,24,train,8,0.07215173540573215,18.35351378842545,12.950381006595928,11.869875747403547,9.476588227753847,8.129151742731306,3.809348187529991,3.4088867977182367,1.3242378706279296
20260829,25,train,8,0.09535741181982724,20.484421251851657,15.41885286412061,13.994309425314992,10.773293039434508,9.594371173776988,5.446590023184327,3.826233052690238,1.9533413932036394
20260829,26,train,8,0.08076592523784114,27.63923874756501,18.179915568742267,15.08760867360894,13.356269772924342,10.44563338413506,8.165978284407249,4.395383604395571,2.2323086903166773
20260829,27,train,8,0.0826432444657398,21.406768576794114,15.101321933763836,12.66725418441865,10.232780269658525,9.492602047125263,4.896790365617251,3.7101093450319174,1.7691248087135127
20260829,28,train,8,0.052137125547607445,16.413944066420417,11.811837036051944,9.642804117209897,9.301072522174488,5.385216085533653,2.613629485515184,1.631149575273288,0.8557758625223675
20260829,29,train,8,0.02545039556960227,13.55176565847247,8.694087902935339,7.348789658771351,5.967782112291096,4.161726725431161,1.8898546636555198,1.126436847440071,0.34489779667467596
20260829,30,train,8,0.0813428563575867,15.881494593809219,10.417943497505181,10.044645865633708,7.627046012049724,6.305127334534166,3.107924735428472,2.7943253058192217,1.2918461334880131
20260829,31,train,8,0.04865141752127272,27.330914881029344,16.41877066531357,13.089752234740814,9.61075249453432,7.803625862145269,4.744682236586334,3.8643351018325505,1.3296877511153244
20260829,32,train,8,0.07107265601684497,20.240091435380513,13.213523173556231,10.612580419635247,9.532158648187629,7.685104995189341,4.1837914447012,2.7148765371370662,1.4385170563362892
20260829,33,train,8,0.11047743710408676,19.661265922380963,14.693109451328286,13.684871878240854,10.78755828779475,9.24759324256819,4.696733223717058,4.460033504115225,2.1721262693265673
20260829,34,train,8,0.04687952273428154,15.552494042388503,10.632048423603173,9.69185881781067,6.9298061540020575,4.891000345679524,2.209391659474925,2.063598648492933,0.72909349803493
20260829,35,train,8,0.08362089832077041,20.70300951876068,15.578833368072777,14.583579963057218,12.76657804933457,9.45762545411103,5.339449321506909,3.6506006052436324,1.7312042539022288
20260829,36,train,8,0.040706131644641166,18.339678501356513,14.611041950492153,10.527504485464446,9.054923768540736,5.859175257226136,3.41577885882534,2.8895187801892797,0.7465373673966136
20260829,37,train,8,0.09802269184671669,21.859744374308736,17.174088096821794,14.498961850264346,12.96068912389028,10.73290143144962,6.662688487834759,4.0087968543613295,2.142750986650864
20260829,38,train,8,0.08293925838764568,15.99215570875486,10.720228919895575,9.518868052577329,8.046629331999693,6.3209760191774,3.2046938994487184,2.3163606699201744,1.3263775345038822
20260829,39,train,8,0.12753862328322102,19.01497792291003,13.572284474759057,13.292860845018827,11.428840232662925,9.175356042558885,4.869866843322607,4.518876026454689,2.425144106048787
20260829,40,train,8,0.1587165821614423,27.899077548083916,22.519402238971544,17.98961133027507,16.391673344136265,13.671338583706298,10.103422549703444,5.7042992341998335,4.428046233888911
20260829,41,train,8,0.06015874181190307,16.562723843255412,10.33540194162011,9.557919935110869,7.485034010250833,6.3612680134624275,3.1800040820380917,2.0523654975591525,0.9963926273882532
20260829,42,train,8,0.18025412245016495,22.662618766009498,19.243445415899227,16.85859562854424,14.056848229414129,13.789670906048624,7.6372804256758755,6.712103835048377,4.085030458089682
